MATERIAL_NUMBER,MATERIAL_DESCRIPTION
000000009684654529,PG I Elecsys Bulk MK F1
000000007967144529,<p53> Elecsys R1
000000007172133001,E2 Gen3 Elecsys MK F9
000000008688095529,Active B12 E2G 300 R2 V2
000000009699759529,Anti-AAVrh74 Elecsys Ctr 1
000000007735014001,CRP QC-Serum WR F5
000000007900449001,Active B12 Elecsys MK F3
000000009598626529,ApoE4 Elecsys Cal 2
000000008949514001,AFP-L3 Elecsys CalCheck F1
000000008014019001,<HAV> Gen2.2 Elecsys MK F1
000000009556044001,FSH Elecsys V-high V2
000000008012091529,<HAV> Gen2.2 Elecsys Ctr 2
000000008714088529,EBV VCA IgG Elecsys MK F5
000000010165499529,cMyBP-C E2G 100 R2
000000005142636529,PLGF Elecsys R1
000000009608249529,Active B12 E2G 100 R1 V2
000000008768323529,ASD Elecsys CalCheck  F4
000000005990696001,HSV-1 IGG Elecsys MK F1
000000009396381529,Cort Gen3 Elecsys Cal 1 Serum
000000010679760967,YKL 40 cRUO Elecsys Bulk Ctr 2
000000010286822529,pT217p Elecsys Cal 1
000000007900473001,Active B12 Elecsys MK F5
000000009721584529,HIV Duo Gen2 M1 E2G 300 R1
000000004473078001,TSH Gen.2 Elecsys F6 ML
000000008379475001,HIV COMBI PT Elecsys Cal 2 Lyo
000000009051112529,<CCP> Elecsys R2 V2
000000006885616529,PC HIV Gen2 Elecsys Level 4
000000004799674001,RUBELLA IGG Elecsys F 4 MK
000000008132704529,IGFBP-3 Elecsys R1
000000008160660001,PIVKA-II Elecsys MK F5
000000007900252001,Active B12 Elecsys CalCheck F4
000000011756109001,LH Elecsys F2 ML
000000007360282529,tTau Elecsys Ctr 1
000000009021680529,<HEV> IgG Elecsys MK F3
000000009495410001,TNT Gen6 Elecsys MK F2
000000007304994001,POSTN V2 Elecsys MK F4
000000010679778967,YKL 40 cRUO Elecsys Ctr 1
000000008012008529,<HAV> Gen2.2 Elecsys Cal 2
000000010166134529,cMyBP-C Elecsys MK F3
000000007172141001,E2 Gen3 Elecsys MK F10
000000009685227001,PG II Elecsys MK F4
000000006518435001,B12 Gen2 Elecsys MK F2
000000008132992529,IGFBP-3 Elecsys CalCheck F3
000000008951756001,PCT Gen2 Elecsys MK F6
000000009175920529,<HBC> Gen2.2 E2G 300 R1 V2
000000005343852001,TESTO Gen2 Elecsys F8 MK
000000005034264001,<CMV> IGG Elecsys F6 MK
000000010219416529,TnI hs Elecsys MK F3
000000009129952529,Vit.D total Gen3 Elecsys CC F2
000000009353283529,HTLV E2G 300 R2 V2
000000006615309001,TG Gen2.1 Elecsys MK F4
000000007227701001,ISD-E Elecsys MK F7
000000011889583001,TROP-T-S CC Cal low / Level 2
000000010674482967,Ab42p cRUO Elecsys MVR Sto-Lsg MK
000000006615287001,TG Gen2.1 Elecsys MK F2
000000007360541001,tTau Elecsys MK F6
000000008014094529,<HAV> Gen2.2 Elecsys MK F6
000000007227647001,ISD-E Elecsys MK F1
000000006915698529,Syphilis Elecsys R2
000000010674563967,Ab42p cRUO Elecsys MK F1
000000009393307529,CA 242 Elecsys MK F3
000000010339098529,ApoE4 Gen2 Elecsys MK F2
000000003139751001,<HCV> Elecsys R2a Ru-Ag
000000007216823529,CA 19-9 E2G 300 R1
000000008806519001,AFP-L3 Elecsys MK F5
000000010218983529,TnI hs E2G 300 R1
000000009355693529,SFLT1 Elecsys R2 V2
000000007172044001,E2 Gen3 Elecsys MK F2
000000008014191529,<HAV> Gen2.2 Elecsys R2
000000007967284529,<p53> Elecsys MK F5
000000006512496001,proGRP Elecsys MK F6
000000006603386001,ISD Elecsys MK F1
000000008785775529,HIV Duo M1 E2G 300 R2 V2
000000004478282529,T4 Gen2 Elecsys F5 ML
000000007233981529,TOXO IGM E2G 100 R2
000000012015668529,PTH Elecsys R1
000000009751874529,pT181p Elecsys MK F2
000000005343755001,TESTO Gen2 Elecsys F1 MK
000000009354760529,SARS-CoV-2 Ag Elecsys MK F7
000000008143757529,PIVKA-II Elecsys R1
000000006615317001,TG Gen2.1 Elecsys MK F5
000000009393226529,Tacro E2G 300 R1 V2
000000008710619001,EBV EBNA IgG Elecsys MK F3
000000003333094001,S100 Elecsys F6 ML
000000009874224001,CA 50 Elecsys MK F1
000000008923175529,IL6 Elecsys R2 V2
000000007029870529,<HBs> Gen2 Elecsys R1
000000005092213001,TROP-T HS Elecsys IKP F5
000000008472068529,<TSHR> E2G 300 R2 V2
000000008692408529,HBsAg G2 Auto Conf E2G PT2 Contr
000000009723927529,sTREM-1 Elecsys R2
000000012137216001,CA 19-9 Elecsys F2 ML
000000004538153001,<TG> Gen.2 Elecsys F5 ML
000000007178913001,HTLV Elecsys MK F1
000000009874259529,CA 50 Elecsys MK F3
000000007735049001,CRP QC-Serum WR F6
000000009308555529,PCT Gen2 Elecsys CalCheck F3
000000009311840529,<HCV> Gen2 Elecsys Cal 2 V2
000000005022487001,<CCP> Elecsys F5 MK
000000004989473001,<HBC> Gen2.1 Elecsys R1
000000009495215529,Dengue IgG Elecsys Cal 1
000000006603467001,ISD Elecsys MK F7
000000004877454529,PAPP-A Elecsys MK F1
000000010036451529,Dengue AG Elecsys MK F4
000000004478274001,T4 Gen2 Elecsys F4 ML
000000009685189001,PG II Elecsys MK F1
000000009752013529,pT181p Elecsys Ctr 1
000000010081953529,DHEAS Gen2 E2G 100 R2
000000010350407529,ApoE4 Gen2 Elecsys Cal 2
000000009689516529,PTH E2G 100 R2 V2
000000012237822001,<HAV> Elecsys F2 ML
000000006603424001,ISD Elecsys MK F5
000000010564915001,"Precinorm Protein,Fl. o. Swe"
000000009843779001,NFL Elecsys MK F3
000000004472942001,FT4 Gen2 Elecsys F3 ML
000000007152884529,HTLV Elecsys R2
000000012151928001,B-CL Elecsys ML 2
000000008922845529,HCG STAT II Elecsys R2 V2
000000004711297001,TOXO IGG Elecsys Ctr 2
000000008762252529,HBSAG Gen2 E2G 300 R2 V2
000000003255646001,NT-proBNP(1-76) amid - ZLF
000000009398295001,Cort Gen3 Elecsys MK F2 Serum
000000004877497001,PAPP-A Elecsys F 4 MK
000000009351701529,SARS-CoV-2 Ag E2G 300 R2
000000007359926529,pTau E2G 100 R1
000000009698094529,EBV VCA IgG E2G 100 R2
000000004914546529,PCC Elecsys Gen4 Ctr 2
000000008363951529,EBV VCA IgG Elecsys Cal 1
000000004681738001,ACTH Elecsys F5 MK
000000009110895529,AFP-L3 Elecsys Diluent
000000005034230001,<CMV> IGG Elecsys F3 MK
000000007217501529,FSH E2G 100 R1
000000009229213529,FOLATE Gen3 Elecsys R1 V2
000000004681398001,PROL Gen2 Elecsys F3 ML
000000006615295001,TG Gen2.1 Elecsys MK F3
000000003011437001,Digoxin Elecsys ML4
000000008328951529,HCV Duo M1 E2G 300 R2
000000011857967001,HCG Elecsys F7 ML
000000008951829529,PCT Gen2 Elecsys Cal 1
000000009449345001,PCT Gen2 Elecsys IKP F9
000000005898455529,CK-MB Gen4 Elecsys R2
000000005034175529,<CMV> IGG Elecsys Ctr 2
000000012213672001,Digitoxin Elecsys ML2
000000009340025529,<HBc> G2 quant E2G 250 R1
000000007746733529,tTau Elecsys CalCheck F1
000000007172036001,E2 Gen3 Elecsys MK F1
000000009351574001,SARS-CoV-2 Ag Elecsys MK F5
000000009487441529,PC HIV Gen2 Elecsys Release Control lq
000000010339110529,ApoE4 Gen2 Elecsys MK F3
000000009021698529,<HEV> IgG Elecsys MK F4
000000009203389529,Anti-SARS-CoV-2 Elecsys R2 (200er)
000000008507490529,ASD Elecsys Cal 1
000000009926836001,NFL Elecsys MK F6
000000008014019529,<HAV> Gen2.2 Elecsys MK F1
000000012237539529,Elecsys Anti-HAV-IgM R2
000000005990661529,HSV-1 IGG Elecsys Cal 2
000000009820850529,<HBs> Gen3 E2G 300 R1
000000009051708529,B-CL Elecsys  R2 V2
000000007358555001,pTau Elecsys MK F3
000000011939521001,TROP-T Gen3 Elecsys F5 ML
000000011968289529,Elecsys HBeAg Cal 1 neg
000000007242158529,"HBsAG Gen2 Quant E2G Diluent 12,32 ml"
000000004781899001,IgE Gen.1.1 Elecsys R2
000000005898625001,CK-MB Gen4 Elecsys CalCheck F3
000000009175903001,<HBC> Gen2.2 Elecsys R1 V2
000000012203561001,<TPO> Elecsys V-med
000000009129936001,Vit.D total Gen3 Elecsys CC F1
000000005887704529,HE4 Elecsys CalCheck F4
000000009820833001,<HBs> Gen3 Elecsys R2
000000007235658001,SFLT1 E2G 100 R2
000000009608923529,PROBNP Gen2 E2G 100 R2 V2
000000007218311001,T3 E2G 300 R2
000000005898633001,CK-MB Gen4 Elecsys CalCheck F4
000000012203553001,<TPO> Elecsys V-low
000000009658246529,iIC cobas MS Level 5
000000009720294001,iSV Cobas MS Ctr 1 w/o value
000000008785813001,HIV Duo M2 E2G 300 R2 V2
000000006741231001,ISD Elecsys CalCheck F5
000000006430821001,FT4 Gen2 Elecsys R2
000000009687912529,iTDM-C cobas MS LeadCal F5
000000009764011001,iTDM-C cobas MS CalCheck F5 w/o value
000000005090695001,PCT Elecsys CalCheck F2
000000007217439001,FOLATE Gen3 E2G 300 PT1
000000003332942001,S100 Elecsys R1
000000007231750001,PCT E2G 100 R1
000000003140458001,S100 Elecsys Cal 1
000000006526535001,TG Gen2 Elecsys Cal 2
000000007234759529,HSV-1 IGG E2G 100 R1
000000011751948001,PSA Elecsys V-high
000000011829637001,FSH Elecsys V-low
000000009687858001,iTDM-C cobas MS LeadCal F0
000000009541519529,PRO-C6 Elecsys Ctr 2
000000008122717001,HIV COMBI PT Elecsys PT-Reagenz (200er)
000000011829653001,FSH Elecsys V-high
000000007231512001,INSULIN E2G 100 R2
000000007403259001,TOXO Avidity E2G 100 Diluent
000000009689516001,PTH E2G 100 R2 V2
000000007230729001,C-PEPTIDE E2G 100 R2
000000006369065001,FOLATE RBC Elecsys CalCheck F1
000000009489690001,TNT Gen6 Elecsys Ctr 2
000000009638423529,iSV Cobas MS Cal 2 w/o value
000000007393997001,<HBC> Gen2.2 Elecsys R1 (200er)
000000007217170001,E2 Gen3 E2G 100 R1
000000007231342001,HIV Duo M2 E2G 300 R2
000000007232993529,P1NP E2G 100 R1
000000006741193001,ISD Elecsys CalCheck F1
000000008852103001,PAPP-A E2G 100 R2 V2
000000009697888967,ApoE4p Elecsys E2G 100 RUO int
000000009820892001,<HBs> Gen3 E2G 300 R2
000000009764011529,iTDM-C cobas MS CalCheck F5 w/o value
000000004681568001,ACTH V-low Elecsys bottle
000000005939488001,<CMV> IGG Avidity Elecsys Ctr 1
000000009604839529,iTDM-A Cobas MS LeadCal F1
000000007217188529,E2 Gen3 E2G 300 R1
000000009631640967,Elecsys GDF-15 RxDx RUO
000000008363960001,EBV VCA IgG Elecsys Cal 2
000000012132443001,CAL-FAS F1-oSw
000000009290290001,SARS-CoV2-S Elecsys CalCheck F4
000000010274972001,Abeta40 Elecsys Ctr 2
000000007967420001,<p53> Elecsys Cal 2
000000007029888001,<HBs> Gen2 Elecsys R2
000000010194570967,Abeta40 Elecsys E2G 100 RUO bx int
000000009555927001,FSH Gen2 Elecsys Cal 2 V3
000000008331421001,HCV Duo Elecsys Ctr 1
000000008955107001,PCT Gen2 E2G 300 R1
000000009848886001,iISD cobas MS CalCheck F4 w/o value
000000005089743001,TROP-T Gen4 Elecsys CalCheck F3
000000007218419001,T4 Gen2 E2G 300 R2
000000007231580001,MYOGLOB Gen 2 E2G 100 R1
000000009038272001,<HEV> IgG Elecsys R2
000000009669892529,iISD cobas MS Lead Cal F2
000000009187103001,B-CL E2G 100 R1 V2
000000009593217529,iTDM-A cobas MS Cal 1 w/o value
000000003011488001,CYFRA Gen2 Elecsys Cal 2
000000007230699529,C-PEPTIDE E2G 100 R1
000000009604871001,iTDM-A Cobas MS LeadCal F5
000000007360142001,tTau Elecsys Cal 2
000000009311840001,<HCV> Gen2 Elecsys Cal 2 V2
000000005880068001,HBA1C TQ Gen3 F1 Stand
000000008852090001,PAPP-A Elecsys R2 V2
000000009669906529,iISD cobas MS Lead Cal F3
000000008779368001,AFP-L3 Elecsys PT2
000000011831895001,DIG Elecsys R2
000000007217510001,FSH E2G 300 R1
000000009175911001,<HBC> Gen2.2 Elecsys R1 (200er) V2
000000011828304001,Elecsys FC (18 ml)
000000007217951001,PROBNP Gen2 E2G 300 R1
000000007235135001,OSTEOC E2G 100 R2
000000006440380001,FT3 Gen3 Elecsys Cal 2
000000009290281001,SARS-CoV2-S Elecsys CalCheck F3
000000008688052001,Active B12 Elecsys R2 V2
000000007234660001,HGH E2G 100 R1
000000007218028529,Prog Gen3 E2G 100 R1
000000007304897529,POSTN V2 Elecsys Ctr 2
000000007374062529,<HBC> Gen2.2 Elecsys Cal 1
000000005462835001,HCG Elecsys CalCheck F5
000000007233108529,PAPP-A E2G 100 R2
000000007229739529,AFP Gen1.1 E2G 300 R1
000000004680227001,TOXO IGM Elecsys Cal 2
000000008115737001,HIV COMBI PT Elecsys R1 (200er)
000000007469381001,IGF-1 Elecsys CalCheck F2
000000007230320001,<TSHR> E2G 300 PT1 Loesung
000000009843272001,NFL E2G 100 R1
000000006915698001,Syphilis Elecsys R2
000000007230974001,<HAV>IGM E2G 100 R2
000000005094364001,TROPONIN I Elecsys CalCheck F1
000000008336075001,HCV Duo M1 E2G 300 PT1
000000008923035001,AMH Elecsys R2 V2
000000005507553001,PROL Gen2 Elecsys CalCheck F1
000000007231601001,MYOGLOB Gen 2 E2G 100 R2
000000005898480001,CK-MB Gen4 Elecsys Cal 1
000000012136953001,Elecsys CA 15-3 Cal 2
000000005142687001,PLGF Elecsys Cal 1
000000007900031001,Active B12 Elecsys Ctr 1
000000007350511001,GDF-15 Elecsys CalCheck F4
000000005996724001,IGE Elecsys CalCheck F2
000000007233710001,Tacro E2G 300 R1
000000011829467001,FSH Elecsys R2
000000007216734529,CA 125 Gen2 E2G 300 R1
000000007250967001,"MULTI ASSAY E2G Dil 12,32 ml"
000000008363838001,EBV VCA IgG E2G 300 R1
000000012151871001,Elecsys Beta-CrossLaps Cal 2
000000005507588001,PROL Gen2 Elecsys CalCheck F4
000000005887666529,HE4 Elecsys CalCheck F1
000000011939068001,Elecsys PreciControl 1 Anti-HBc
000000009848231529,iSV Cobas MS CalCheck F4 w/o value
000000009688005001,iTDM-C cobas MS Cal 2 w/o value
000000007216734001,CA 125 Gen2 E2G 300 R1
000000007746733001,tTau Elecsys CalCheck F1
000000007229909529,<HBC> Gen2.2 E2G 300 R1
000000007668848001,HIV Duo M2 Elecsys Cal 4
000000007231539529,INSULIN E2G 300 R2
000000007235810529,TBK E2G 100 R1
000000005989361001,DIG Elecsys CalCheck F4
000000005991188001,HSV-2 IGG Elecsys R2
000000007233175529,PTH (1-84) E2G 100 R1
000000009759026001,Dengue IgG E2G 100 R2
000000006512402001,proGRP Elecsys Cal 2
000000007551681001,Vit.D total Gen2 Elecsys PT1
000000007217358001,FOLATE Gen3 E2G 300 R1
000000005573955001,PTH (1-84) Elecsys CalCheck F1
000000011752570001,FT4 Elecsys V-low
000000005094178001,TROPONIN I Elecsys Cal2
000000005524164001,SHBG Elecsys CalCheck F2
000000009289968001,SARS-CoV2-S Elecsys MK F2
000000010675314967,YKL 40 cRUO Elecsys MVR 0-Stand MK
000000011892827001,<HBc> Elecsys F3 ML
000000010339128529,ApoE4 Gen2 Elecsys MK F4
000000009756400529,Dengue IgG Elecsys MK F3
000000004347986001,C-PEPTIDE Elecsys F1 ML
000000008728151001,sTfR IKP F4
000000009685235529,PG II Elecsys MK F5
000000007797567529,Syphilis Elecsys R1 (200er)
000000009397477529,Cort Gen3 Elecsys Cal 1 Urin
000000007233817529,TROPONIN I E2G 100 R2
000000006863990529,AMH Elecsys R2
000000009042628529,Vit.D total Gen3 E2G 300 PT1
000000004681436001,PROL Gen2 Elecsys F6 ML
000000005090610001,PCT Elecsys IKP F5
000000003139930001,<HCV> Elecsys F6 ML
000000012040492001,HCG+B Elecsys F5 ML
000000009932763529,Dengue AG Elecsys Cal 1
000000009495053529,IFNg Elecsys MK F2
000000008772444001,ASD Elecsys MK F6
000000009069330529,SFLT1 Elecsys CalCheck F2
000000009396144529,Cort Gen3 Elecsys MK F5 Speichel
000000009130004529,Vit.D total Gen3 Elecsys CC F5
000000009802509529,<HEV> IgM E2G 100 R2
000000010642858529,Lyme IgG Elecsys MK F1
000000008160660529,PIVKA-II Elecsys MK F5
000000006863922001,AMH Elecsys MK F6
000000009802479529,<HEV> IgG E2G 100 R1
000000005090474001,PCT Elecsys MK F3
000000007110197001,SCC Elecsys Ctr 1
000000007552220529,SA Coat-Bead Elecsys Chagas (200)
000000008881880001,Abeta42 Gen2 Elecsys MK F6
000000009557008001,LH Elecsys ML F2 V2
000000009959190529,Rubella IgG Elecsys Ctr 1 V2
000000009723544529,sTREM-1 Elecsys CalCheck F3
000000012237148001,DHEAS Elecsys F4 ML
000000009557008529,LH Elecsys ML F2 V2
000000004771150001,CK-MB TS Ctr low / Level 1
000000009021710529,<HEV> IgG Elecsys MK F6
000000005022193529,<CCP> Elecsys R1
000000009606173529,ApoE4 Elecsys MK F3
000000007231318529,HIV Duo M2 E2G 100 R1
000000012205483001,Insulin Elecsys F6 ML
000000011892797001,<HBc> Elecsys F1 ML
000000009487417529,PC HIV Gen2 Elecsys Level 3 lq
000000006603408001,ISD Elecsys MK F3
000000007029977529,CA 125 Gen2 Elecsys Cal 2 Gen2
000000009449299529,PCT Gen2 Elecsys IKP F7
000000010350300529,ApoE4 Gen2 Elecsys Ctr 2
000000005117089529,PreciControl ClinChem Multi 1 Fl-oSW
000000009950478529,Dengue IgM Elecsys Cal 1
000000009609466529,FSH E2G 100 R2 V2
000000005991218529,HSV-2 IGG Elecsys Cal 1
000000009959149529,Rubella IgG Elecsys Cal 2 V2
000000010673788967,YKL 40 cRUO E2G 100 R1
000000009500103001,PCT Gen2 Elecsys MK F7
000000007178948001,HTLV Elecsys MK F4
000000004348036001,C-PEPTIDE Elecsys F6 ML
000000009392912529,CA 242 Elecsys Ctr 2
000000009025600529,<HEV> IgG Elecsys CalCheck F1
000000007747284529,pTau Elecsys CC F1
000000007967349529,<p53> Elecsys Bulk Ctr 2
000000008688044529,Active B12 Elecsys R1 V2
000000007231407529,TG Gen2 E2G 100 R1
000000007551916529,Vit.D total Gen2 Elecsys R2
000000009684778001,PG I Elecsys MK F4
000000009031928529,<HEV> IgM Elecsys Ctr 2
000000008367442529,EBV EBNA IgG Elecsys Cal 2
000000009734872529,GDF-15 RxDx Elecsys Cal 1
000000009128913529,Vit.D total Gen3 Elecsys MK F2
000000005117089001,PreciControl ClinChem Multi 1 Fl-oSW
000000007110383529,SCC Elecsys CalCheck F4
000000007469594001,IGF-1 Elecsys MK F5
000000009734899529,GDF-15 RxDx Elecsys Cal 2
000000008507376529,ASD E2G 100 R1
000000005530610001,CHE ACT F2 11877763 Lyo
000000007734921001,CRP QC-Serum HS F3
000000009175903529,<HBC> Gen2.2 Elecsys R1 V2
000000009495452001,TNT Gen6 Elecsys MK F6
000000006980112529,Abeta42 Elecsys CalCheck F5
000000008779350529,AFP-L3 Elecsys PT1
000000010165502529,cMyBP-C E2G 300 R1
000000009033459529,TESTO Gen2 E2G 300 R1 V2
000000012015706001,Elecsys PTH Calibrator 1
000000011788353001,E2 Elecsys V-high
000000008806527001,AFP-L3 Elecsys MK F6
000000008850844001,Abeta42 Gen2 Elecsys MK F4
000000009449523529,PCT Gen2 Elecsys IKP F14
000000007226233529,ISD-E Elecsys Cal 2
000000004953878529,<HAV> Gen2.1 Elecsys R1
000000008806462001,AFP-L3 Elecsys MK F3
000000011968378001,HBeAG Elecsys F3 ML
000000009867198529,Gastrin 17 Elecsys MK F2
000000009487107529,Syphilis Elecsys Ctr 1 lq
000000009449272529,PCT Gen2 Elecsys IKP F6
000000009758437529,ApoE4 Elecsys CalCheck F5
000000009031910529,<HEV> IgM Elecsys Ctr 1
000000011897179001,HBsAg Elecsys F5 ML
000000011966952001,<HBc>IgM Elecsys F1 ML
000000009449531001,PCT Gen2 Elecsys IKP F15
000000011988085001,TROPONIN-T Gen3 Elecsys F3 IKP
000000008259631001,Zika IgG Elecsys MK F5
000000007217862529,LH E2G 100 R2
000000004711513001,TOXO IGM Elecsys F2 ML
000000008779384529,AFP-L3 E2G 100 PT2
000000010674628967,Ab42p cRUO Elecsys MVR R2
000000008495777529,<HBs> Gen2 Elecsys R2 (200er) V2
000000009684751529,PG I Elecsys MK F3
000000011829572001,FSH Elecsys F5 ML
000000008865892529,HIV COMBI PT Elecsys R2 (200er) V2
000000012046792001,CA 125 Elecsys F2 ML
000000004962605001,<TSHR> Elecsys Cal 1
000000009698060529,EBV IgM E2G 100 R2
000000010666102967,"SA Coated Beads E2G 7,2 ml RUO bx"
000000006863795529,AMH Elecsys Cal 2
000000004799666001,RUBELLA IGG Elecsys F 3 MK
000000008772401529,ASD Elecsys MK F3
000000009557032001,LH Elecsys ML F5 V2
000000007240627529,"SA Coated Beads E2G 13,2 ml"
000000008908079529,<TPO> Gen2 Elecsys Cal 1 V2
000000010674539967,Ab42p cRUO Elecsys Bulk MK F3
000000009756388529,Dengue IgG Elecsys MK F1
000000007900236529,Active B12 Elecsys CalCheck F2
000000009308547529,PCT Gen2 Elecsys CalCheck F2
000000003044556001,CA 15-3 Gen2 Elecsys F5 ML
000000007232551529,Cyclo E2G 100 R1
000000009735097529,GDF-15 RxDx Elecsys MK F1
000000012137488001,HIV-COMBI Elecsys F6 ML
000000012136805001,Elecsys Progesterone Gen2 R2
000000005573831001,PTH (1-84) Elecsys MK F1
000000009351574529,SARS-CoV-2 Ag Elecsys MK F5
000000009351469529,SARS-CoV-2 Ag Elecsys Ctr 2
000000012015650001,TROPONIN-T Gen3 Elecsys F10IKP
000000008951748529,PCT Gen2 Elecsys MK F5
000000009723587529,sTREM-1 Elecsys CalCheck F5
000000009867180529,Gastrin 17 Elecsys MK F1
000000010766646529,<CCP> Elecsys MK F1 V2
000000008781974529,tTau Elecsys R2 V2
000000010274719529,Abeta40 Elecsys MK F4
000000010674296967,YKL 40 cRUO Elecsys MVR Sto-Lsg Cal
000000004873386001,FOLATE Gen3 Elecsys F1 MK
000000009723838001,sTREM-1 Elecsys MK F2
000000011963503001,CK-BB Elecsys Stoerserum
000000004711530001,TOXO IGM Elecsys F4 ML
000000007547242529,Chagas Elecsys MK F2
000000010166142529,cMyBP-C Elecsys MK F4
000000007967322529,<p53> Elecsys Bulk Ctr 1
000000009289925529,SARS-CoV2-S Elecsys MK F1
000000008754446001,HCV Duo M1 Elecsys MK F3
000000009495126529,Dengue IgG Elecsys Ctr 1
000000009051252529,<TG> E2G 300 R2 V2
000000009393374529,CA 242 Elecsys R1
000000007102470001,GDF-15 Elecsys MK F7
000000007029977001,CA 125 Gen2 Elecsys Cal 2 Gen2
000000010189614529,cMyBP-C Elecsys MK F6
000000009606777529,Cort Gen3 Elecsys CalCheck F2 Speichel
000000009345752529,<CMV> IGG E2G 300 R2 V2
000000010674237967,NPTX 2 cRUO Elecsys MK F2
000000007187939529,SA Coat-Bead Elecsys Prog Gen3
000000007358458529,pTau Elecsys Ctr 1
000000011012037001,PC-I F-oSw
000000009606939529,Cort Gen3 Elecsys CalCheck F1 Serum
000000009495142529,Dengue IgG Elecsys Ctr 2
000000008160635529,PIVKA-II Elecsys MK F2
000000009031839529,Chikungunya IgG Elecsys Ctr 2
000000005991307001,HSV-2 IGG Elecsys MK F5
000000009881182001,IgE Gen2 Elecsys MK F5
000000008922926529,PTH Elecsys R2 V2
000000004462653529,PSA Gen2.1 Elecsys Cal 1
000000007030177001,<HBs> Gen2 Elecsys R2 (200er)
000000004953886529,<HAV> Gen2.1 Elecsys R2
000000009396314529,Cort Gen3 Elecsys Cal 2 Speichel
000000005887593001,HE4 Elecsys MK F2
000000009734678529,GDF-15 RxDx E2G 100 R1
000000007478259529,PC Growth Elecsys Level 2
000000008778426529,PCT Elecsys R2 V2
000000010305118967,pT217p PC Elecsys RUO bx
000000003140440001,P1NP Elecsys R1
000000010674326967,YKL 40 cRUO Elecsys Cal 1
000000009758402529,ApoE4 Elecsys CalCheck F4
000000007178921001,HTLV Elecsys MK F2
000000009556982529,LH Elecsys ML F1 V2
000000008692394529,HBsAg G2 Auto Conf E2G PT1 Conf
000000009042792529,Vit.D total Gen3 E2G 300 R2
000000006219489001,VIT.D (25-OH) total Elecsys F1 MK
000000012162342001,TG Elecsys Cal 2
000000009397574529,Cort Gen3 Elecsys MK F3 Urin
000000009843558529,NFL Elecsys Cal 2
000000011751964529,T3 Elecsys R2
000000005034167529,<CMV> IGG Elecsys Ctr 1
000000012205815001,NSE Elecsys F4 ML
